stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest
2dpf,1.31,0,0,0.51,0
3dpf,3.85,0,0.74,2,0
5dpf,0,0.35,0,1.61,1.09
10dpf,0.46,0,0,0,0
