stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,1.5,0,0,1.52,0.99
3dpf,1.15,0,0.79,0,0
5dpf,6.13,0.44,0.6,0.57,0
10dpf,33.57,0,0,0,0
