stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,1.26,2.57,1.83,0.64,0
3dpf,2.12,0.34,0,0,2.59,0,0,0,0
5dpf,6.01,0.39,0,0,3.26,1.07,0.77,0,7.02
10dpf,20.01,1.42,0.64,0.73,3.22,1.48,0,0,3.26
