stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,periderm
19hpf,3.32,0,0,0,0,0,0
24hpf,0.94,0,0,0,0,0,0
2dpf,10.04,0,0,0,0,0,0
3dpf,87.03,0,0,0.45,0,0,0
5dpf,6.22,0,0.99,0.51,1.52,0.4,0.9
10dpf,30.23,0.47,1.01,0,0,0,0
