stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.71,0,0,0.93,1.75,1.95
3dpf,2.23,0,0,0,0,0.69
5dpf,0.57,0.65,0.32,0,0,4.28
10dpf,4.48,0,1.43,0,0,1.44
