stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest
24hpf,0,5.19,0,0,0
2dpf,0.81,31.96,0,0,1.64
3dpf,0.6,3.95,0,0,0
5dpf,0.78,69.97,0.35,0.62,0
10dpf,0,38.13,0,0,0
