stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,3.34,0,0,0,0.55,1.47,0
3dpf,12.51,0,0,0,0,3.36,0
5dpf,10.76,0,0.3,0.45,0.47,0.72,0.89
10dpf,2.36,0.47,0.79,0,0,0,0
