stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,6.11,0,0,0,0,2.03
3dpf,3,0.72,0,0,0,0
5dpf,3.94,1.13,0.91,0.91,0,4.62
10dpf,2.61,0,0,0,0.57,0
