stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,16.08,1.77,0,0,2.15,0,0
3dpf,18.47,1.1,0.3,3.57,0.43,0.98,0
5dpf,12.21,1.88,0,0,0,0,1.09
10dpf,10.02,0.37,0,1.82,0,0,0
