stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,paraxial_mesoderm
24hpf,0,0,0.84,0,0
2dpf,0,0,3.18,1.05,0.48
5dpf,1.44,0.59,2.39,0,0
10dpf,0,0,0.69,0,0
