stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,3460.61,23.47,16.72,0,472.09,0,0,0,1411.65,1557.56
12hpf,2763.16,38.15,0,37.67,829.85,11.03,3.74,57.88,798.03,724.26
14hpf,1360.33,6.07,71.92,26.32,250.81,3.2,12.67,30.99,392.79,282.74
16hpf,2699.66,80.2,125.3,66.81,892.81,16.92,65.45,70.89,797.11,641.29
19hpf,5338.63,21.15,47.62,49.9,674.66,7.71,45.34,14.69,199.09,707.13
24hpf,3772.61,23.26,610.82,69.35,1227.13,49.59,35.22,11.87,188.51,319.97
2dpf,888.97,10.43,47.4,43.36,816.98,80.01,21.45,4.4,55.99,155.72
3dpf,973.83,3.67,3.25,4.35,9.97,21.8,2.72,0,6.69,16.04
5dpf,54.92,0,28.72,8.87,52.64,31.16,3.39,0.34,28.78,33.52
10dpf,93.5,0,12.01,0.97,2,4.77,0,0,1.86,0.55
