stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,1.66,0,0.54,0,6.54
3dpf,0.43,0.39,0,0,0.8
5dpf,0,3.24,0,2.34,18.17
10dpf,0.65,3.6,0.55,0,4.65
