stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,periderm
12hpf,1.97,0,0,0,0,0
14hpf,2.58,0,0,0,0,0
16hpf,0,0,10.68,0,0,0
19hpf,1.68,0,0,0,0,0
24hpf,2.63,0,0,0,0,0
2dpf,34.54,0,26.1,3.24,0,0
3dpf,5.16,0,4.1,0.49,0,0
5dpf,8.84,0.62,6.41,1.73,0.74,0.41
10dpf,0.93,0,9.35,0,0,0
