stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,17.33,1.29,5.44,7.89,1.13,3.4,4.89
3dpf,5.06,0,0,2.14,0,0.29,0.94
5dpf,0.51,0,0,3.84,0,0.67,0
10dpf,4.52,0,0,0.44,0,0,0
