stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,9.15,0,0.5,1.78,0.59,1.21,1.92
3dpf,59,0,0,0.63,0.38,0,0
5dpf,3.13,0.65,1.46,0,1.38,0,0.6
10dpf,21.13,0.83,0.67,0,1.85,0,0
