stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,6.21,0.9,0,0.59,5.05
3dpf,0.68,1.12,0,1.06,0,0.47
5dpf,0,0,0,0.82,0,0
10dpf,0,26.84,0,1.22,0,1.83
