stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
3dpf,0,0,0,0.34,0,0
5dpf,0.59,0.59,3.01,0,0,0.38
10dpf,0.5,0,1.59,0.91,0.69,0
