stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
19hpf,0,0,3.76,0,0
2dpf,1.36,0,1.54,0,0
3dpf,0.42,0,0,0,0
5dpf,0,0.45,0,0.64,1.03
10dpf,0.5,0,0,0,0
