stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
3dpf,1.75,0,0,0.49,0,0,0.36
5dpf,0,0,11.65,0.43,0,0.97,1.73
10dpf,3.15,0.37,39.46,0,0.88,1.4,3.21
