stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,170918.52,2885.53,425.65,0,29120.09,2115.45,0,6440.08,74847.79,59267.12
12hpf,209889.09,6840.75,938.16,6707.81,50107.74,9697.34,601.82,13842.42,112684.91,63348.92
14hpf,128981.76,2335,5172.74,8422.61,26511.28,12220.69,2456.58,3083.54,57446.35,48818.06
16hpf,116248.57,6167.09,9152.57,9082.54,37605.66,15110.02,3915.3,6029.81,57798.42,54996.5
19hpf,133579.22,1239.53,3448.67,5440.77,16754.24,7387.45,4165.38,1745.92,15955.64,40046.35
24hpf,132277.47,3262.54,13555.18,9419.53,34007.05,15818.3,6480.88,1137.3,58053.76,27503.47
2dpf,76652.11,1845.43,5288.11,8466.65,26040,48359.54,7239.95,1098.61,19524.88,15795.83
3dpf,110672.28,4164.57,4289.65,6048.65,3544.28,54870.59,1701.55,19.95,5640.32,10603.58
5dpf,27842,5143.08,15350.5,22196.29,6106.07,88317.86,5387.54,5328.74,20009.26,60061.59
10dpf,78152.17,18124.12,16232.14,30682.22,5273.36,95229.22,3756.5,254.07,19905.29,19679.87
