stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,0,0.68
3dpf,0.63,0,0,0,1.44,0
5dpf,0,1.12,0.4,0.84,4.19,2.13
10dpf,0,0,0,0,0.43,0
