stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0.76,2.2,0.74,0.58,1.98,0
3dpf,4.54,0,0,0.45,1.91,0
5dpf,0,0,0,0,2.03,0.38
10dpf,3.51,0,0.54,0,1.38,0
