stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,1.38,0,0,0,17.34
3dpf,0,0.37,0,0,5.24
5dpf,1.73,0,0.43,2.15,54.2
10dpf,0,0,1.55,0.87,13.14
