stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest
2dpf,0,0,0.57,0
3dpf,1.45,0,0.55,0.7
5dpf,0.72,0,3.25,0.8
10dpf,0.95,0.42,1.61,0
