stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm
2dpf,0.66,0,0,0,0.58
3dpf,6.97,0,0,2.26,0.57
5dpf,0.72,0,0,0.74,0
10dpf,5.31,1.06,0.61,2.59,0
