stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,17.78,0,0,0,0,0,0,0,9.07,9.62
12hpf,85.97,6.26,4.35,3.92,34.64,0,0,24.2,58.45,42.83
14hpf,58.62,2.23,10.77,2.27,10.58,7.98,0,2.44,24.61,20.12
16hpf,96.41,3.45,5.56,5.07,49.78,18.08,1.63,9.35,51,38.29
19hpf,113.8,0,0,1.62,12.81,1.88,1.58,0,3.27,14.69
24hpf,96.29,1.2,0,7.18,24.35,15.65,6.58,0,24.12,10.53
2dpf,408.58,4.8,27.72,48.64,134.97,248.63,41.06,5.8,85.92,129.72
3dpf,546.32,6.53,6.6,17.64,10.83,129.16,6.17,0.53,12.91,16.72
5dpf,80.1,7.25,24.66,27.06,14.69,129.44,17.31,2.86,24.26,106.41
10dpf,150.93,8.5,17.44,14.59,4.61,43.48,7.39,0,12.6,24.69
