stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,0.82,0,0,0
2dpf,0.86,0,0,0,0,0
3dpf,5.31,0,0.39,0.3,0,0.32
5dpf,0,0.57,0.86,3.94,0.91,0.83
10dpf,0.55,0,0,1.63,0.98,0
