stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
3dpf,0.45,0.63,0,0,0.68,0
5dpf,0,0.31,0,2.21,0.3,0.29
10dpf,3.42,0,0.54,4.18,0,0
