stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
3dpf,0.8,0.42,0.34,0,0
5dpf,0,0.71,0,0,2.83
10dpf,0,0,0,0.62,6.48
