stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,2.13
3dpf,2.28,1.13,0,0,1,0.47,1.08
5dpf,0,0,0.31,0.39,0.75,0.85,6.84
10dpf,0.55,0,0.39,0,1.8,0,4.3
