stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,0,0,3.97
2dpf,7.28,1.85,0,3.34,216.79,0,0.86,0,1.9
3dpf,12.23,0,0.62,0,400.18,0,0,0.65,0.56
5dpf,13.07,11.47,31.58,31.58,1340.12,1.7,0.96,15.1,84.06
10dpf,11.02,2.94,0.65,0,174.06,0,0,2.8,0.93
