stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0.71,0.73,0.74
3dpf,2.41,0,0,0,0,0
5dpf,1.68,0.34,0.86,1.08,0,0
10dpf,3.89,0,0,0,0,0
