stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0.65,0,1.95,0
3dpf,5.92,0.63,0,0,0
5dpf,0,20.67,0.38,0,7.99
10dpf,0.85,19.31,0,0,0.44
