stage,central_nervous_system,intermediate_mesoderm,mesenchyme,notochord,periderm
2dpf,2.98,0,0.69,0,0
3dpf,2.14,0,0,0,0.41
5dpf,0.37,0.31,0.89,0.62,0
10dpf,0,0,0.6,0,0
