stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,162601.38,2376.25,305.62,0,29015.11,2121.66,0,5080.64,69194.54,56833.54
12hpf,89634.83,2364.57,310.42,2658.21,26296.62,3706.31,284.65,4966.82,41757.37,27690.7
14hpf,141286.21,1993.95,5697.08,8361.52,28587.04,13112.74,2460.01,2966.1,60715.98,49448.77
16hpf,124364.78,4894.98,10580.89,8290.9,41672.95,16520.15,4276.07,4823.82,60862.28,58563.9
19hpf,212060.74,1670.67,5728.73,6609.72,27185.37,11752.8,6755.41,2313.15,26011.18,59868.35
24hpf,162721.5,3303.05,32057.09,10096.31,46862.28,20722.06,8709.22,1146.08,68989.59,33421.4
2dpf,67829.48,1937.93,5067.48,6701.65,29861.06,51573.62,7517.29,1255.96,19635.23,20541.2
3dpf,92127.82,3789.67,4124.37,3507.17,3914.45,57791.38,2080.14,19.48,6921.68,9396.26
5dpf,17363.46,2931.52,11650.59,8781.04,5246.18,71890.1,4065.89,4911.74,15945.2,47901.11
10dpf,71388.41,10775.58,21402.06,16049.25,7788.74,151874.68,5531.95,243.04,29156.2,18872.18
