stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,196.25,0,34.52,0,149.49,0,0,0,74.03,32.15
12hpf,505.26,12.55,23.24,15.04,83.23,39.17,1.77,31.2,202.43,91.75
14hpf,201.41,0,19.37,2.33,29.58,7.56,0,0,31.1,12.82
16hpf,379.03,6.11,56.24,9.36,79.67,19.53,9.46,5.95,68.91,47.97
19hpf,1243.94,5.77,20.8,6.62,35,29.01,10.17,4.66,35.1,49.12
24hpf,894.59,4.91,298.83,15.78,117.16,58.43,9.49,6.52,42.91,38.02
2dpf,754.44,15.46,70.72,80.8,474.24,261.29,47.36,9.42,126.68,189.49
3dpf,690.9,17.28,8.89,17.35,15.8,100.22,11.46,0,13.45,20.8
5dpf,181.71,12.14,140.78,63.17,91.06,474.09,20.71,9.03,77.32,169.47
10dpf,124.87,4.45,52.9,9.89,1.43,15.85,6.81,0,4.87,2.59
