stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,1.06,1.96,0,1.64,0.49
3dpf,0.48,0,0,0,0.42,0,0,0
5dpf,0,0.33,0.31,0,0,0.3,0,0.46
10dpf,1.25,0,0,0,1.21,0,0,0
