stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,199.1,13.9,0,0,21.15,0,0,0,112.29,60.25
12hpf,234.94,12.53,0,0,58.89,14.45,0,25.5,133.9,47.7
14hpf,64.76,0,2.37,4.97,10.14,4.89,0,0,19.14,15.02
16hpf,53.44,5.25,5.4,5.2,18.42,5.21,0,0,36.98,22.03
19hpf,66.19,0,0,3.79,20.48,0,0,0,5.59,4.26
24hpf,92.39,0,4.65,1.76,16.2,10.86,0,0,16.2,9.63
2dpf,314.78,2.27,8.8,23.91,111.09,196.72,22.79,1.27,54.09,54.19
3dpf,658.53,3.44,6.02,4.02,13.57,150.68,6.5,0,6.8,25.35
5dpf,74,4.68,27.08,30.81,17.11,220.99,20.1,9.15,31.55,101.61
10dpf,338.55,13.72,38.71,23.98,15.37,190.77,7.97,1.22,18.17,24.03
