stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,2.28,0,0,0,0,0,1.73,0
3dpf,5.27,0.87,0.58,0.33,0,0,1.01,1.11
5dpf,2.9,0.43,1.62,5.96,0,1.06,0,7.26
10dpf,5.51,0,0,3.94,0.37,0,0,2.29
