stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,1.26,11.97
3dpf,1.45,0.42,0,0,1.01,0,0,24.2
5dpf,2.03,1.66,0.83,1.49,12.46,0.53,0,287.22
10dpf,0.87,0.91,0,0.42,0.76,0,0,23.32
