stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.56,0,1.74,0,0
3dpf,14.12,0,0,0,0.32
5dpf,1.92,0,1.09,0,0
10dpf,3.62,0.44,1.02,0.79,0
