stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,2.16,1.51,0,0.71,2.58,1.84,0,14.96
3dpf,2.36,0,0,0,1.04,0,0.43,6.41
5dpf,0,0.55,0.37,0.35,2.35,0,0.97,26.65
10dpf,3.01,0,0.78,0,0,0,0,12.81
