stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,1.44,0
3dpf,0.85,0,0,0.5,0.63,0
5dpf,0,0,0.38,0,0.67,0.37
10dpf,1.24,0.96,0,0,0.82,0
