stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0.96,0,0.53,1.15,2.91
3dpf,0.38,0,0,0,0
5dpf,0,0.36,0,0,1.27
10dpf,0,0,0,1.72,2.61
