stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,1.35,0,0,0,0,0,0,1.5
2dpf,9.47,1.5,0.74,3.43,0,0,0,77.57
3dpf,3.18,0,0,0,0,0,0,31.64
5dpf,20.03,0,0.72,4.89,0.71,0.71,0.92,164.19
10dpf,18.03,0,0.93,0,0,0,0,94.78
