stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,4.1,0,0,0,41.27
3dpf,0.33,0,0.4,0,20.73
5dpf,0.75,0.45,1.9,0.58,84.26
10dpf,4.72,0,0,0,9.74
