stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
12hpf,0,0,0,0,0,2.51,0
16hpf,0,0,0,0,0,2.24,0
2dpf,0.48,0,1.13,1.9,0.63,0,2.46
3dpf,0.79,0,0,0.8,0,0,0
5dpf,0,0.36,0,0.66,0,0,2.61
