stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0.86,0,13.23,0,0,0,0
2dpf,0,0,4.42,0,0,2.2,2.27
3dpf,2.01,0,0.73,0,1.09,0,0.36
5dpf,0.56,0,60.22,0.32,4.27,0.35,0
10dpf,12.6,1.22,292.82,0.71,7.51,0,2.65
