stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,34.52,0,0,0,30.03,8.96,0,9.4,8.46,8.39
12hpf,334.88,5.15,0,13.67,74.77,22.35,0,23.32,115.27,98.67
14hpf,206.44,5.71,2.4,4.94,30.49,27.59,2.74,8.91,19.08,26.73
16hpf,234.08,20.17,30.94,13.8,73.51,23.37,7.84,10.38,44.42,51.73
19hpf,217.62,0,10.57,7.03,16.96,17.05,3.24,1.63,2.19,12.91
24hpf,301.8,4.96,42.64,16.14,89.85,50.48,16.58,0.92,41.85,31.68
2dpf,739.43,5.93,62.84,47.83,191.12,417.52,71.12,15.04,114.56,77.06
3dpf,1530.75,23.29,30.58,26.21,18.62,453.8,12.57,0.42,23.43,32.26
5dpf,211.26,20.67,97.14,82.87,29.6,533.72,43.17,12.78,50.67,183.97
10dpf,427.39,35.34,74.32,39.51,7.7,144.86,19.8,0,10.63,16.44
