stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
24hpf,0,0,0,0.81,0,0
2dpf,0,0.62,0,0,0.82,0.48
3dpf,4.04,0,0,0,0.63,0
5dpf,2.71,0,0.66,0,1.19,5.64
10dpf,1.89,0,0,1.29,0.74,0.41
