stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,13.53,0,11.42,0,0,0
2dpf,1.79,0,48.13,0,5.78,0,0,0.78
3dpf,0.35,0,6.81,0.39,1.04,0.33,0,0
5dpf,5.8,0.31,152.19,0,4.87,0,0,0.43
10dpf,3.5,1.33,145.5,0,1.92,0,2.38,0
