stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
19hpf,0,0,2.79,1.53,0,0
24hpf,0,0,0.83,3.41,0,0
2dpf,0,0,2.35,1.17,0,0
3dpf,0.43,0,5.1,0.38,0.53,0
5dpf,0.91,0,30.9,0.76,1.69,0.79
10dpf,1.64,1.07,74.37,0,4.13,0
