stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
19hpf,1.97,0,0,0,0,0,0,0
24hpf,0.86,0,0,0,0,0,0,0
3dpf,4.66,0,0,2.02,0,0,0,1.35
5dpf,4.35,13.38,0.74,6.3,1.92,0.53,1.16,12.02
10dpf,5.07,6.84,0.37,0,0,0,0,6.73
