stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
3dpf,0,0,0.77,0,0,0,32.3
5dpf,0,0,4.2,0.84,0.32,0.93,202.12
10dpf,1.57,0.84,0.87,0,0,0,29.06
