stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,2388.64,19.44,8.62,0,361.68,38,0,63.43,521.24,456.11
12hpf,5830.34,202.92,54.7,121.83,1229.24,231.35,12.9,316.05,2015.03,1371.96
14hpf,4058.48,78.75,151.39,220.23,740.17,472.33,64.67,73.82,1167.16,807.28
16hpf,3475.14,102.93,129,141.41,696.19,486.76,94.34,95.02,1083.76,826.75
19hpf,3273.95,14.99,12.51,37.16,193.08,104.94,107.01,15.29,117.14,266.2
24hpf,3089.18,16.71,26.7,63.98,310.89,240.72,143.07,10.36,280.18,217.72
2dpf,2943.17,21.51,76.86,152.43,640.74,1375.51,261.45,15.2,402.42,264.43
3dpf,6725.75,28.23,53.51,50.76,60.87,992.62,32.89,0,83.26,115.89
5dpf,404.51,29.36,143.96,130.32,78.84,1162.39,79.6,32.05,169.44,539.33
10dpf,2397.43,90.78,250.63,193.19,90.23,1461.61,87.19,1.72,167.78,174.62
