stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
10hpf,25.29,0,0,0,0,0
12hpf,15.05,0,0,0,0,0
14hpf,23.17,2.45,0,0,0,0
16hpf,53.2,22.03,0,0,0,0
19hpf,16.79,11.95,0,0,0,0
24hpf,15.67,1.09,0,0,0.92,0.88
2dpf,60.4,9.26,0,1,0,1.51
3dpf,34.62,4.54,3.1,0,0,1.51
5dpf,43.28,4.54,3.38,1.29,0.42,1.43
10dpf,30.65,4.57,3.05,0,0,0
