stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm
16hpf,0,0,0,0,73.18
24hpf,0,0,0,0,16.3
2dpf,2.98,0,0,0,2.81
3dpf,0.74,0,1.44,0.43,0
5dpf,1.05,0.4,1.91,1.22,1.25
10dpf,1.47,0,0,0,0
