stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,4.34
3dpf,8.87,0,0.37,0,0.3,0,0.31
5dpf,0.49,0.3,0,0.5,2.69,0,3.36
10dpf,8.65,0,0,0,0,0.55,0.41
