stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,9857.69,135.04,72.76,0,1453.73,112.18,0,202.51,2513.2,2552.26
12hpf,10278.77,211.97,81.02,229.55,2191.43,381.97,22.21,413.39,3202.55,2504.02
14hpf,6275.77,63.28,286.99,296.74,1103.3,555.12,79.9,125.26,1573.57,1499.66
16hpf,5250.58,177.97,360.47,231.49,1356.88,655.56,158.04,139,1501.1,1869.59
19hpf,6228.83,41.62,71.16,61.27,618.33,311.61,156.69,45.9,311.61,876.57
24hpf,5236.22,77.35,217.02,111.27,1034.49,416.58,182.04,16.1,610.99,544.45
2dpf,1984.94,66.18,83.96,132.09,675.78,1094.7,134.12,19.6,364.38,304.65
3dpf,2976.28,22.79,28.6,26.51,46.07,432.75,22.06,0,53.39,70.4
5dpf,362.32,26.15,115.52,114.33,84.68,853.36,58.98,21.35,196.68,398.73
10dpf,1055.54,44.24,120.35,91.72,52.39,621.47,51.11,1,115.64,103.22
