stage,epidermis,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,immune,lateral_line,mesenchyme,mural_cell,muscle,neural,periderm,pronephros,spinal_cord,visceral_smooth_muscle,xanthophores
 24-34,0.82,0,0,0,0,0,0,0,1.64,0,0.82,0,0,0,0,0,0
 36-46,0,0,0,0.81,1.61,0,0,0,16.11,0,0,1.61,0,0,0.81,0,0
 48-58,0,0,0,0.57,10.33,0,0,0,43.61,0,2.3,2.3,0,0.57,0.57,0,0
 60-70,0,0,0,0,13.74,0,0,0,67.73,0.98,1.96,2.94,0,0,0,0,0
 72-82,0,2.94,0,0,36.32,1.96,0,0,157.07,0,7.85,7.85,0.98,0.98,0,0,0.98
 84-94,0,9.56,0,0,26.55,0,2.12,1.06,115.76,0,3.19,7.43,1.06,0,0,0,0
 96-106,0,4.37,1.09,1.09,9.84,1.09,0,0,103.82,0,2.19,1.09,0,0,0,1.09,0
108-118,1.53,3.83,0,0,14.55,0,0.77,0,49.02,0,0,7.66,0,0,0,0,0
120,0,1.96,0,0,5.88,0,0,0,45.08,0,3.92,3.92,0,0,0,0,1.96
