stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,1001.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.89,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,410.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,6.13,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,5.26,0,0,0,10.51,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,65.72,0,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,28.32,0,0,0,12.59,0,0,0,0,25.18,0,0,0,0,0,0,0,0,0,0,0,201.41,15.73,0,0,40.91,0,0,6.29,0,9.44,0,0,0,0,0,0,0,0
 14-21,1,0,0,5,128,8,0,12,0,0,2,5,7,1,0,2,0,0,0,0,34,0,0,16,136,22,3,5,3,0,31,3,12,14,2,11,45,0,0,1,0,2
 24-34,0,0,0,4.93,62.39,1.64,0,57.46,4.1,4.1,9.03,0.82,0.82,0.82,5.75,4.93,0.82,1.64,1.64,0.82,91.12,1.64,0,42.68,471.17,9.03,5.75,13.13,0,0.82,54.18,0,1.64,18.06,0,4.93,87.83,0,0,20.52,0,3.28
 36-46,0,0,0,0,21.75,0,0,97.49,6.45,6.45,18.53,2.42,0,0.81,0,1.61,0.81,1.61,0.81,9.67,105.54,4.03,1.61,23.36,376.25,7.25,10.47,4.83,0,0,55.59,0,0,12.89,0,0,66.06,0,0,8.06,0,10.47
 48-58,0.57,0,1.72,0.57,16.64,0,0,160.67,4.59,6.31,57.38,0,0.57,1.15,4.02,0.57,0.57,3.44,2.3,4.02,148.04,5.74,4.02,16.07,328.22,5.16,5.16,3.44,0,0.57,18.36,0,0.57,5.74,0.57,0,67.71,0,0,8.61,0,6.31
 60-70,0,0,1.96,0,20.61,0,0,228.69,4.91,6.87,54.97,5.89,0,0.98,3.93,0,0.98,4.91,1.96,1.96,216.92,5.89,7.85,7.85,337.64,1.96,5.89,7.85,0,0.98,23.56,0,0,8.83,0,0,27.48,0.98,0,6.87,0.98,4.91
 72-82,0,0,5.89,2.94,14.72,0.98,1.96,188.48,1.96,12.76,61.84,7.85,0,0.98,12.76,4.91,2.94,10.8,4.91,2.94,240.51,10.8,3.93,16.69,296.46,2.94,21.6,13.74,0,0,17.67,0.98,0,5.89,0,0,13.74,3.93,5.89,18.65,0.98,4.91
 84-94,0,0,6.37,3.19,29.74,0,2.12,130.63,12.74,13.81,52.04,18.05,1.06,8.5,15.93,6.37,5.31,10.62,6.37,7.43,177.36,9.56,5.31,20.18,166.74,3.19,9.56,8.5,0,2.12,43.54,0,0,21.24,0,0,14.87,4.25,7.43,19.12,2.12,5.31
 96-106,0,0,4.37,5.46,42.62,0,1.09,95.08,5.46,8.74,33.88,16.39,0,2.19,17.49,9.84,4.37,8.74,9.84,6.56,143.16,4.37,5.46,10.93,158.46,3.28,19.67,22.95,0,0,37.16,0,0,27.32,0,0,5.46,10.93,3.28,27.32,9.84,4.37
108-118,0,0,4.6,6.13,24.51,2.3,9.19,70.47,3.83,3.83,28.34,23.74,0,1.53,9.96,9.19,4.6,6.13,11.49,2.3,98.81,3.06,1.53,6.89,148.6,5.36,13.79,14.55,0,0.77,36,0.77,0,22.98,0,0,3.83,10.72,3.83,13.79,2.3,8.43
120,0,0,1.96,1.96,47.03,7.84,1.96,47.03,3.92,5.88,23.52,11.76,0,3.92,3.92,3.92,1.96,0,0,0,72.51,3.92,7.84,9.8,160.7,5.88,7.84,5.88,0,0,27.44,0,0,13.72,1.96,0,7.84,3.92,5.88,9.8,1.96,0
