stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,698.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,67.43,907.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,36.78,0,0,0,0,0,0,0,0,0,0,0
  7-9,44.69,26.29,0,42.06,0,0,0,186.64,0,0,0,0,0,49.95,0,0,0,0,0,0,0,0,0,0,0,899.02,21.03,0,0,412.71,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,40.91,0,72.38,0,6.29,0,144.76,0,0,0,0,0,25.18,0,0,0,0,0,3.15,0,0,0,0,0,1007.03,25.18,0,0,446.87,0,3.15,9.44,12.59,34.62,0,0,0,0,0,0,0,0
 14-21,0,0,1,12,130,43,0,134,0,2,0,21,7,3,5,0,2,0,0,1,3,72,0,0,61,1094,16,3,16,25,0,13,4,152,7,11,174,268,0,0,6,0,4
 24-34,0,0,0.82,7.39,51.71,8.21,0,224.09,0,4.93,1.64,29.55,2.46,0,2.46,1.64,7.39,2.46,6.57,6.57,4.93,94.4,1.64,0.82,49.25,1423.36,5.75,13.13,14.78,0,0,21.34,0.82,2.46,3.28,0.82,37.76,293.05,0,0,22.98,0,3.28
 36-46,0,0,0.81,0.81,23.36,3.22,0,250.56,0.81,0.81,4.83,53.98,3.22,0,4.03,3.22,0.81,0,4.03,0,1.61,107.15,0,3.22,29,1240.73,4.83,16.92,8.06,0,0,21.75,0.81,0,0.81,0,0.81,283.6,0,0,12.89,0,2.42
 48-58,0,0,0,0,18.94,2.3,0,364.94,1.72,2.3,3.44,86.64,1.72,2.3,4.02,2.87,1.15,5.16,2.3,1.72,2.87,135.99,1.15,4.02,22.38,819.39,1.72,9.18,6.89,0,0,12.05,0,0.57,0,0.57,0,201.98,0,0,9.75,0,6.31
 60-70,0,0,0.98,0,17.67,0.98,0,524.13,0.98,3.93,4.91,72.63,4.91,0.98,2.94,1.96,1.96,7.85,4.91,0.98,0.98,138.39,0,9.82,26.5,711.6,0.98,4.91,9.82,0,1.96,28.46,0,0,0.98,0,0,117.78,0,0,5.89,0.98,4.91
 72-82,0,0,0.98,0,31.41,30.43,0,428.99,0,4.91,6.87,129.58,14.72,0.98,3.93,12.76,9.82,2.94,14.72,3.93,0.98,247.38,4.91,5.89,23.56,635.14,3.93,15.71,10.8,0,2.94,29.45,0,0,0.98,0,0,57.92,0.98,7.85,20.61,5.89,6.87
 84-94,0,0,2.12,1.06,65.85,24.43,3.19,292.06,0,12.74,10.62,71.16,18.05,0,3.19,25.49,8.5,9.56,9.56,6.37,2.12,158.24,5.31,6.37,27.61,369.59,3.19,7.43,24.43,0,1.06,114.7,0,0,6.37,0,0,37.17,3.19,5.31,27.61,3.19,10.62
 96-106,0,0,5.46,0,54.64,37.16,1.09,233.87,1.09,7.65,4.37,95.08,21.86,0,6.56,29.51,10.93,4.37,8.74,4.37,4.37,201.08,4.37,5.46,28.41,331.13,4.37,14.21,16.39,0,2.19,93.98,0,0,3.28,0,0,13.11,4.37,9.84,40.44,7.65,12.02
108-118,0,0,3.06,0.77,88.85,36,3.83,206.04,1.53,17.62,9.96,93.45,16.85,0,0.77,29.11,5.36,8.43,11.49,8.43,3.06,180.77,3.06,2.3,51.32,454.98,9.96,16.09,29.87,0,3.06,97.28,0,0,2.3,0,0,9.96,6.13,3.06,23.74,2.3,3.06
120,1.96,0,0,0,117.59,41.16,3.92,152.86,3.92,31.36,9.8,88.19,13.72,0,1.96,35.28,9.8,3.92,3.92,5.88,0,178.34,3.92,0,35.28,403.72,13.72,7.84,11.76,0,1.96,133.27,0,1.96,9.8,1.96,0,9.8,3.92,5.88,25.48,0,1.96
