stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,210.85,4124.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368.98,0,0,0,0,0,0,0,0,0,0,0
  5-6,232.93,4260.1,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,110.33,6.13,0,0,49.04,0,343.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,110.41,128.81,0,144.58,0,0,0,341.73,0,0,0,0,0,78.86,0,0,0,0,0,0,0,0,0,0,0,3278.01,92,0,0,1025.2,0,47.32,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,81.82,0,144.76,0,18.88,0,204.55,0,0,0,0,0,53.5,0,0,0,0,0,0,0,0,0,0,0,2438.9,119.58,0,0,862.27,0,12.59,3.15,3.15,91.26,0,12.59,6.29,0,0,0,0,0
 14-21,0,0,7,36,402,107,0,281,0,4,0,65,26,3,5,1,13,2,3,1,8,242,4,0,170,2861,61,23,42,59,0,17,2,321,23,25,356,1000,0,0,28,0,12
 24-34,0,0.82,5.75,15.6,101.79,11.49,0,445.72,0.82,7.39,7.39,73.06,6.57,0,7.39,5.75,21.34,4.1,9.03,6.57,9.85,310.28,4.93,1.64,129.7,4014.81,19.7,69.77,50.07,0,0,46.79,0,1.64,5.75,9.03,60.74,946.45,0,0,56.64,0,9.85
 36-46,0,0,0.81,3.22,48.34,3.22,0,983.72,3.22,0.81,12.09,165.16,3.22,0,9.67,11.28,4.03,5.64,6.45,4.03,4.03,357.72,3.22,7.25,80.57,4520.61,12.09,46.73,24.98,0,0,40.28,0,0,4.83,5.64,0.81,1049.79,0,0.81,27.39,0,4.83
 48-58,0,0,0.57,0.57,40.17,2.87,0,1440.25,1.15,6.31,15.49,254.2,2.87,2.3,13.2,20.08,4.02,6.31,10.9,2.87,5.74,430.35,3.44,14.35,57.38,2958.54,5.16,32.13,20.66,0,1.15,39.59,1.15,0,3.44,4.02,0.57,697.75,0,1.15,26.97,1.15,8.03
 60-70,0,0,3.93,0,53.98,10.8,0,1886.49,3.93,2.94,15.7,238.51,5.89,3.93,10.8,18.65,3.93,33.37,11.78,2.94,2.94,456.41,4.91,15.7,56.93,2286.95,2.94,30.43,16.69,0,4.91,47.11,0,0,4.91,3.93,0,306.23,1.96,8.83,34.35,5.89,5.89
 72-82,0,0,14.72,0.98,82.46,69.7,0,1666.86,5.89,6.87,35.34,346.53,22.58,2.94,21.6,46.14,18.65,25.52,12.76,4.91,2.94,666.55,10.8,22.58,79.51,1837.67,0.98,74.61,36.32,0,4.91,53.99,0,0,3.93,0,0,169.83,17.67,12.76,96.2,18.65,12.76
 84-94,0,0,11.68,0,122.13,71.16,1.06,1038.67,4.25,15.93,22.3,225.15,35.05,4.25,13.81,72.22,25.49,33.99,12.74,6.37,8.5,407.82,4.25,21.24,52.04,970.7,10.62,49.92,33.99,0,4.25,198.6,1.06,0,11.68,0,0,107.27,38.23,15.93,64.78,13.81,10.62
 96-106,0,0,10.93,0,169.39,99.45,3.28,887.39,5.46,29.51,17.49,263.38,43.71,0,15.3,77.59,25.14,30.6,22.95,8.74,3.28,459,13.11,15.3,49.18,895.04,4.37,101.63,50.27,1.09,8.74,180.32,1.09,0,7.65,1.09,0,51.36,69.94,10.93,102.73,20.76,14.21
108-118,0,0,6.13,0.77,160.09,59.75,4.6,723.84,3.06,26.04,16.85,231.32,41.36,0,12.26,89.62,32.17,42.13,22.21,22.98,3.06,383.75,12.26,16.09,71.23,1246.99,19.15,81.19,44.43,0,6.89,164.68,0.77,0,7.66,3.06,0,32.94,88.85,8.43,76.6,11.49,28.34
120,0,0,3.92,1.96,141.1,56.83,1.96,489.95,11.76,35.28,19.6,174.42,39.2,0,9.8,82.31,21.56,15.68,7.84,9.8,3.92,256.73,3.92,11.76,47.03,815.27,11.76,25.48,31.36,0,3.92,141.1,1.96,0,13.72,1.96,0,33.32,27.44,9.8,64.67,15.68,11.76
