stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,49.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,2.63,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,3.15,0,0,0,3.15,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,22.03,3.15,0,0,9.44,0,0,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,7,7,0,1,0,0,0,1,0,0,1,2,0,0,0,0,1,3,0,0,2,32,0,0,0,0,0,0,0,3,0,1,2,9,0,0,20,0,1
 24-34,0,0,0,6.57,4.93,0,13.95,0,0,2.46,2.46,0,0,2.46,6.57,0.82,0,0,0,12.31,24.63,0,0,4.93,125.59,0,0,0.82,0,0,0,0,0,0,0,0.82,11.49,0,0,100.14,0,0.82
 36-46,0,0,0,5.64,0,0,9.67,0.81,0,0,7.25,0,0,0.81,5.64,0,0,0,0,15.31,35.45,0,1.61,0.81,274.73,0,1.61,0,0,0,0,0,0,0,0,0,9.67,0,0,98.29,0,0.81
 48-58,0,0,0,3.44,0.57,0,26.97,0,0,0.57,12.05,0,0,2.87,9.18,0,0.57,0,0,20.66,49.92,0,3.44,4.02,507.24,0,0,0.57,0,0,1.15,0,0,0.57,0,0,46.48,0,0,83.2,0,0.57
 60-70,0,0,0,0.98,0.98,0,69.69,0.98,0,0,12.76,0,0,0.98,20.61,0,0,0,0,3.93,51.04,0.98,0.98,2.94,877.48,0,0.98,0.98,0,0.98,0.98,0,0,1.96,0,0,61.84,0,1.96,82.45,0.98,0
 72-82,0,0,0,5.89,2.94,0,91.29,0,0.98,2.94,22.58,0,0,1.96,50.06,0,1.96,0.98,0.98,12.76,133.51,0,8.83,5.89,882.51,0.98,0.98,0,0,0.98,1.96,0,0,0,0,0,43.19,0,3.93,156.08,1.96,0.98
 84-94,0,0,0,7.43,4.25,0,101.96,1.06,1.06,0,13.81,1.06,0,3.19,64.78,0,4.25,0,0,18.05,71.16,0,6.37,3.19,405.7,0,1.06,2.12,0,0,5.31,0,0,1.06,0,0,20.18,1.06,3.19,126.38,1.06,2.12
 96-106,0,0,0,5.46,4.37,1.09,66.66,1.09,1.09,0,19.67,2.19,0,6.56,87.43,0,12.02,0,1.09,2.19,92.89,0,5.46,2.19,352.99,1.09,1.09,5.46,0,1.09,3.28,0,0,2.19,0,0,8.74,1.09,6.56,132.23,3.28,1.09
108-118,0,0.77,0,5.36,2.3,0.77,39.06,0,1.53,1.53,10.72,3.83,0,1.53,60.51,0,24.51,1.53,1.53,16.85,85.02,0,4.6,3.06,422.81,0.77,0,0,0,3.06,0.77,0,0,1.53,0,0,13.02,0,2.3,103.41,0,0.77
120,0,0,0,9.8,1.96,1.96,50.95,3.92,1.96,0,17.64,3.92,0,1.96,103.87,1.96,9.8,0,0,9.8,70.55,0,3.92,11.76,509.54,0,0,1.96,0,1.96,5.88,0,0,0,0,0,11.76,0,7.84,129.35,9.8,1.96
